data,stato,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,nuovi_tamponi,positivi/tamponi
2020-08-11 17:00:00,ITA,801,49,850,12711,13561,193,412,202461,35215,223674.0,27563.0,251237,7316918,4329697.0,,,,,,,,,40642,0.010137296392894051
2020-08-12 17:00:00,ITA,779,53,832,12959,13791,230,481,202697,35225,223844.0,27869.0,251713,7369576,4357027.0,,,,,,,,,52658,0.009134414523908998
2020-08-13 17:00:00,ITA,786,55,841,13240,14081,290,523,202923,35231,224058.0,28177.0,252235,7420764,4382656.0,,,,,,,,,51188,0.010217238415253575
2020-08-14 17:00:00,ITA,771,56,827,13422,14249,168,574,203326,35234,224319.0,28490.0,252809,7467487,4407524.0,,,,,,,,,46723,0.012285170044731716
2020-08-15 17:00:00,ITA,764,55,819,13587,14406,157,629,203640,35392,224521.0,28917.0,253438,7520610,4433461.0,,,,,,,,,53123,0.011840445757957946
2020-08-16 17:00:00,ITA,787,56,843,13890,14733,327,479,203786,35396,224694.0,29221.0,253915,7557417,4455931.0,,,,,,,,,36807,0.013013828891243513
2020-08-17 17:00:00,ITA,810,58,868,13999,14867,134,320,203968,35400,224812.0,29423.0,254235,7588083,4477310.0,,,,,,,,,30666,0.01043500945672732
2020-08-18 17:00:00,ITA,843,58,901,14188,15089,222,403,204142,35405,224974.0,29662.0,254636,7642059,4509997.0,,,,,,,,,53976,0.007466281310211946
2020-08-19 17:00:00,ITA,866,66,932,14428,15360,271,642,204506,35412,225215.0,30063.0,255278,7713154,4551287.0,,,,,,,,,71095,0.0090301708980941
2020-08-20 17:00:00,ITA,883,68,951,15063,16014,654,845,204686,35418,225516.0,30602.0,256118,7790596,4600949.0,,,,,,,,,77442,0.010911391751246094
2020-08-21 17:00:00,ITA,919,69,988,15690,16678,664,947,204960,35427,225880.0,31185.0,257065,7862592,4645892.0,,,,,,,,,71996,0.013153508528251569
2020-08-22 17:00:00,ITA,924,64,988,16515,17503,825,1071,205203,35430,226320.0,31816.0,258136,7940266,4692505.0,,,,,,,,,77674,0.013788397662023328
2020-08-23 17:00:00,ITA,971,69,1040,17398,18438,935,1210,205470,35437,226810.0,32535.0,259345,8007637,4739968.0,,,,,,,,,67371,0.01796024995918125
2020-08-24 17:00:00,ITA,1045,65,1110,18085,19195,757,953,205662,35441,227128.0,33170.0,260298,8053551,4773326.0,,,,,,,,,45914,0.02075619636712114
2020-08-25 17:00:00,ITA,1058,66,1124,18590,19714,519,878,206015,35445,227292.0,33882.0,261174,8125892,4819124.0,,,,,,,,,72341,0.012136962441768845
2020-08-26 17:00:00,ITA,1055,69,1124,19629,20753,1039,1367,206329,35458,227723.0,34817.0,262540,8219421,4877178.0,,,,,,,,,93529,0.014615787616675043
2020-08-27 17:00:00,ITA,1131,67,1198,20734,21932,1179,1411,206554,35463,228123.0,35826.0,263949,8313445,4934818.0,,,,,,,,,94024,0.015006806772738876
2020-08-28 17:00:00,ITA,1178,74,1252,21783,23035,1103,1462,206902,35472,228553.0,36856.0,265409,8410510,4999953.0,,,,,,,,,97065,0.01506207180755164
2020-08-29 17:00:00,ITA,1168,79,1247,22909,24156,1121,1444,207224,35473,229002.0,37851.0,266853,8509618,5064247.0,,,,,,,,,99108,0.014569964079589942
2020-08-30 17:00:00,ITA,1251,86,1337,23868,25205,1049,1365,207536,35477,229527.0,38691.0,268218,8586341,5117788.0,,,,,,,,,76723,0.01779127510655214
2020-08-31 17:00:00,ITA,1288,94,1382,24696,26078,873,996,207653,35483,229832.0,39382.0,269214,8644859,5160371.0,,,,,,,,,58518,0.0170204039782631
2020-09-01 17:00:00,ITA,1380,107,1487,25267,26754,676,978,207944,35491,230102.0,40087.0,270189,8725909,5214766.0,,,,,,,,,81050,0.012066625539790253
2020-09-02 17:00:00,ITA,1437,109,1546,26271,27817,1063,1326,208201,35497,230504.0,41011.0,271515,8828868,5280948.0,,,,,,,,,102959,0.01287891296535514
2020-09-03 17:00:00,ITA,1505,120,1625,27290,28915,1098,1397,208490,35507,230950.0,41962.0,272912,8921658,5342150.0,,,,,,,,,92790,0.015055501670438625
2020-09-04 17:00:00,ITA,1607,121,1728,28371,30099,1184,1733,209027,35518,231587.0,43057.0,274644,9034743,5414708.0,,,,,,,,,113085,0.01532475571472786
2020-09-05 17:00:00,ITA,1620,121,1741,29453,31194,1095,1694,209610,35533,232219.0,44118.0,276337,9142401,5484345.0,,,,,,,,,107658,0.015735012725482545
2020-09-06 17:00:00,ITA,1683,133,1816,30262,32078,884,1297,210015,35541,232733.0,44901.0,277634,9219257,5538028.0,,,,,,,,,76856,0.016875715624024148
2020-09-07 17:00:00,ITA,1719,142,1861,31132,32993,915,1108,210238,35553,233115.0,45669.0,278784,9271810,5578731.0,,,,,,,,,52553,0.021083477632104733
2020-09-08 17:00:00,ITA,1760,143,1903,31886,33789,796,1370,210801,35563,233555.0,46598.0,280153,9364213,5636663.0,,,,,,,,,92403,0.014826358451565425
2020-09-09 17:00:00,ITA,1778,150,1928,32806,34734,945,1434,211272,35577,234029.0,47554.0,281583,9460203,5699709.0,,,,,,,,,95990,0.014939056151682466
2020-09-10 17:00:00,ITA,1836,164,2000,33708,35708,974,1597,211885,35587,234651.0,48529.0,283180,9554389,5757488.0,,,,,,,,,94186,0.016955810842375723
2020-09-11 17:00:00,ITA,1849,175,2024,34743,36767,1059,1616,212432,35597,235322.0,49474.0,284796,9653269,5818910.0,,,,,,,,,98880,0.01634304207119741
2020-09-12 17:00:00,ITA,1951,182,2133,35370,37503,736,1501,213191,35603,235946.0,50351.0,286297,9745975,5875462.0,,,,,,,,,92706,0.01619096930080038
2020-09-13 17:00:00,ITA,2042,187,2229,36280,38509,1006,1458,213634,35610,236567.0,51186.0,287753,9818118,5924322.0,,,,,,,,,72143,0.020209860970572334
2020-09-14 17:00:00,ITA,2122,197,2319,36868,39187,678,1008,213950,35624,237003.0,51758.0,288761,9863427,5956171.0,,,,,,,,,45309,0.022247235648546648
2020-09-15 17:00:00,ITA,2222,201,2423,37289,39712,525,1229,214645,35633,237475.0,52515.0,289990,9943944,6006675.0,,,,,,,,,80517,0.015263857322056212
2020-09-16 17:00:00,ITA,2285,207,2492,38040,40532,820,1452,215265,35645,238097.0,53345.0,291442,10044551,6064792.0,,,,,,,,,100607,0.014432395360163806
2020-09-17 17:00:00,ITA,2348,212,2560,38853,41413,881,1585,215954,35658,238845.0,54180.0,293025,10146324,6127243.0,,,,,,,,,101773,0.015573875192831104
2020-09-18 17:00:00,ITA,2387,208,2595,39862,42457,1044,1907,216807,35668,239692.0,55240.0,294932,10246163,6187258.0,,,,,,,,,99839,0.019100752211059807
2020-09-19 17:00:00,ITA,2380,215,2595,40566,43161,704,1638,217716,35692,240377.0,56192.0,296569,10349386,6248028.0,,,,,,,,,103223,0.01586855642637784
2020-09-20 17:00:00,ITA,2365,222,2587,41511,44098,937,1587,218351,35707,241017.0,57139.0,298156,10432814,6302761.0,,,,,,,,,83428,0.019022390564318932
2020-09-21 17:00:00,ITA,2475,232,2707,42372,45079,981,1350,218703,35724,241638.0,57868.0,299506,10488676,6342654.0,,,,,,,,,55862,0.024166696502094447
2020-09-22 17:00:00,ITA,2604,239,2843,42646,45489,410,1392,219670,35738,242173.0,58724.0,300897,10575979,6391999.0,,,,,,,,,87303,0.015944469262224665
2020-09-23 17:00:00,ITA,2658,244,2902,43212,46114,625,1640,220665,35758,242958.0,59579.0,302537,10679675,6455762.0,,,,,,,,,103696,0.01581546057707144
2020-09-24 17:00:00,ITA,2731,246,2977,43803,46780,666,1786,221762,35781,243680.0,60643.0,304323,10787694,6520661.0,,,,,,,,,108019,0.016534128255214362
2020-09-25 17:00:00,ITA,2737,244,2981,44737,47718,938,1912,222716,35801,244489.0,61746.0,306235,10894963,6584670.0,,,,,,,,,107269,0.017824348134130086
2020-09-26 17:00:00,ITA,2746,247,2993,45600,48593,875,1869,223693,35818,245365.0,62739.0,308104,10999350,6646695.0,,,,,,,,,104387,0.017904528341651738
2020-09-27 17:00:00,ITA,2846,254,3100,46518,49618,1025,1766,224417,35835,246156.0,63714.0,309870,11087064,6700432.0,,,,,,,,,87714,0.020133616070410653
2020-09-28 17:00:00,ITA,2977,264,3241,47082,50323,705,1494,225190,35851,246842.0,64522.0,311364,11138173,6732777.0,,,,,,,,,51109,0.029231642176524682
2020-09-29 17:00:00,ITA,3048,271,3319,47311,50630,307,1648,226506,35875,247628.0,65383.0,313011,11228358,6786395.0,,,,,,,,,90185,0.018273548816322004
2020-09-30 17:00:00,ITA,3047,280,3327,47936,51263,633,1851,227704,35894,248613.0,66248.0,314861,11333922,6848755.0,,,,,,,,,105564,0.01753438672274639
2020-10-01 17:00:00,ITA,3097,291,3388,49259,52647,1384,2548,228844,35918,249940.0,67469.0,317409,11452158,6916588.0,,,,,,,,,118236,0.02155012009878548
2020-10-02 17:00:00,ITA,3142,294,3436,50561,53997,1350,2499,229970,35941,251377.0,68531.0,319908,11572459,6988317.0,,,,,,,,,120301,0.02077289465590477
2020-10-03 17:00:00,ITA,3205,297,3502,52064,55566,1569,2844,231217,35968,252951.0,69800.0,322751,11691391,7057949.0,,,,,,,,,118932,0.02391282413479972
2020-10-04 17:00:00,ITA,3287,303,3590,53839,57429,1863,2578,231914,35986,254348.0,70981.0,325329,11784105,7117315.0,,,,,,,,,92714,0.02780594085035701
2020-10-05 17:00:00,ITA,3487,323,3810,55093,58903,1474,2257,232681,36002,255576.0,72010.0,327586,11844346,7153866.0,,,,,,,,,60241,0.037466177520293485
2020-10-06 17:00:00,ITA,3625,319,3944,56190,60134,1231,2677,234099,36030,256986.0,73277.0,330263,11944088,7216379.0,,,,,,,,,99742,0.0268392452527521
2020-10-07 17:00:00,ITA,3782,337,4119,58457,62576,2442,3678,235303,36061,258884.0,75056.0,333940,12069402,7296766.0,,,,,,,,,125314,0.029350272116443494
2020-10-08 17:00:00,ITA,3925,358,4283,61669,65952,3376,4458,236363,36083,261304.0,77094.0,338398,12197500,7365751.0,,,,,,,,,128098,0.034801480116785584
2020-10-09 17:00:00,ITA,4086,387,4473,65637,70110,4158,5372,237549,36111,264137.0,79633.0,343770,12326971,7443593.0,,,,,,,,,129471,0.04149191710885063
2020-10-10 17:00:00,ITA,4336,390,4726,70103,74829,4719,5724,238525,36140,267320.0,82174.0,349494,12460055,7523702.0,,,,,,,,,133084,0.04301042950317093
2020-10-11 17:00:00,ITA,4519,420,4939,74136,79075,4246,5456,239709,36166,270510.0,84440.0,354950,12564713,7592410.0,,,,,,,,,104658,0.052131705173039805
2020-10-12 17:00:00,ITA,4821,452,5273,77491,82764,3689,4619,240600,36205,272960.0,86609.0,359569,12650155,7652059.0,,,,,,,,,85442,0.054060064137075446
2020-10-13 17:00:00,ITA,5076,514,5590,81603,87193,4429,5901,242028,36246,276267.0,89200.0,365467,12762699,7722319.0,,,,,,,,,112544,0.05243282627239124
2020-10-14 17:00:00,ITA,5470,539,6009,86436,92445,5252,7332,244065,36289,280479.0,92320.0,372799,12914895,7809920.0,,,,,,,,,152196,0.048174722068911144
2020-10-15 17:00:00,ITA,5796,586,6382,92884,99266,6821,8804,245964,36372,285569.0,96033.0,381602,13077827,7908462.0,,,,,,,,,162932,0.054034812068838534
2020-10-16 17:00:00,ITA,6178,638,6816,100496,107312,8046,10010,247872,36427,291410.0,100201.0,391611,13228204,8000864.0,,,,,,,,,150377,0.0665660307094835
2020-10-17 17:00:00,ITA,6617,705,7322,109613,116935,9623,10925,249127,36474,297983.0,104553.0,402536,13394041,8104190.0,,,,,,,,,165837,0.06587794038724772
2020-10-18 17:00:00,ITA,7131,750,7881,118356,126237,9302,11705,251461,36543,305260.0,108981.0,414241,13540582,8199744.0,,,,,,,,,146541,0.07987525675408247
2020-10-19 17:00:00,ITA,7676,797,8473,125530,134003,7766,9338,252959,36616,310881.0,112697.0,423578,13639444,8265568.0,,,,,,,,,98862,0.0944548967247274
2020-10-20 17:00:00,ITA,8454,870,9324,133415,142739,8736,10874,255005,36705,315734.0,118715.0,434449,13784181,8353248.0,,,,,,,,,144737,0.075129372586139
2020-10-21 17:00:00,ITA,9057,926,9983,145459,155442,12703,15199,257374,36832,324455.0,125193.0,449648,13962029,8459736.0,,,,,,,,,177848,0.08546061805586794
2020-10-22 17:00:00,ITA,9694,992,10686,158616,169302,13860,16079,259456,36968,333450.0,132276.0,465726,14132421,8564608.0,,,,,,,,,170392,0.09436475890886896
2020-10-23 17:00:00,ITA,10549,1049,11598,174404,186002,16700,19143,261808,37059,344414.0,140455.0,484869,14314453,8679107.0,,,,,,,,,182032,0.10516282851366793
2020-10-24 17:00:00,ITA,11287,1128,12415,190767,203182,17180,19644,264117,37210,355768.0,148741.0,504509,14492122,8788780.0,,,,,,,,,177669,0.11056515205241207
2020-10-25 17:00:00,ITA,12006,1208,13214,209027,222241,19059,21273,266203,37338,369359.0,156423.0,525782,14654002,8890656.0,,,,,,,,,161880,0.131412157153447
2020-10-26 17:00:00,ITA,12997,1284,14281,222403,236684,14443,17012,268626,37479,378783.0,164006.0,542789,14778688,8969472.0,,,,,,,,,124686,0.13643873410005936
2020-10-27 17:00:00,ITA,13955,1411,15366,239724,255090,18406,21994,271988,37700,391879.0,172899.0,564778,14953086,9075818.0,,,,,,,,,174398,0.12611383158063738
2020-10-28 17:00:00,ITA,14981,1536,16517,259940,276457,21367,24991,275404,37905,406130.0,183636.0,589766,15152038,9197638.0,,,,,,,,,198952,0.1256132132373638
2020-10-29 17:00:00,ITA,15964,1651,17615,281576,299191,22734,26831,279282,38122,421834.0,194761.0,616595,15353490,9316495.0,,,,,,,,,201452,0.1331880547227131
2020-10-30 17:00:00,ITA,16994,1746,18740,307046,325786,26595,31084,283567,38321,439297.0,208377.0,647674,15568575,9446183.0,,,,,,,,,215085,0.14451960852686146
2020-10-31 17:00:00,ITA,17966,1843,19809,331577,351386,25600,31758,289426,38618,460502.0,218928.0,679430,15784461,9578462.0,,,,,,,,,215886,0.14710541674772798
2020-11-01 17:00:00,ITA,18902,1939,20841,357288,378129,26743,29907,292380,38826,474270.0,235065.0,709335,15967918,9695940.0,,,,,,,,,183457,0.16301912709790306
2020-11-02 17:00:00,ITA,19840,2022,21862,374650,396512,18383,22253,296017,39059,487976.0,243612.0,731588,16103649,9783603.0,,,,,,,,,135731,0.16394928203579137
2020-11-03 17:00:00,ITA,21114,2225,23339,394803,418142,21630,28244,302275,39412,503468.0,256361.0,759829,16285936,9893535.0,,,,,,,,,182287,0.1549424808132231
2020-11-04 17:00:00,ITA,22116,2292,24408,418827,443235,25093,30550,307378,39747,520799.0,269578.0,790377,16497767,10021035.0,,,,,,,,,211831,0.144218740410988
2020-11-05 17:00:00,ITA,23256,2391,25647,446701,472348,29113,34505,312339,40192,541173.0,283706.0,824879,16717651,10155585.0,,,,,,,,,219884,0.15692365065216204
2020-11-06 17:00:00,ITA,24005,2515,26520,472598,499118,26770,37809,322925,40638,562010.0,300671.0,862681,16951896,10290151.0,,,,,,,,,234245,0.1614079275971739
2020-11-07 17:00:00,ITA,25109,2634,27743,504793,532536,33418,39811,328891,41063,583660.0,318830.0,902490,17183569,10427797.0,,,,,,,,,231673,0.17184134534451576
2020-11-08 17:00:00,ITA,26440,2749,29189,529447,558636,26100,32616,335074,41394,601403.0,333701.0,935104,17374713,10547046.0,,,,,,,,,191144,0.17063575105679488
2020-11-09 17:00:00,ITA,27636,2849,30485,542849,573334,14698,25271,345289,41750,614843.0,345530.0,960373,17522438,10635747.0,,,,,,,,,147725,0.17106786258250126
2020-11-10 17:00:00,ITA,28633,2971,31604,558506,590110,16776,35098,363023,42330,636202.0,359261.0,995463,17740196,10765561.0,,,,,,,,,217758,0.16117892339202233
2020-11-11 17:00:00,ITA,29444,3081,32525,580833,613358,23248,32961,372113,42953,657205.0,371219.0,1028424,17965836,10891971.0,,,,,,,,,225640,0.146077823081014
2020-11-12 17:00:00,ITA,29873,3170,33043,602011,635054,21696,37978,387758,43589,674591.0,391810.0,1066401,18200508,11025449.0,,,,,,,,,234672,0.1618343901274971
2020-11-13 17:00:00,ITA,30914,3230,34144,629782,663926,28872,40902,399238,44139,697312.0,409991.0,1107303,18455416,11170324.0,,,,,,,,,254908,0.16045789068997443
2020-11-14 17:00:00,ITA,31398,3306,34704,653731,688435,24509,37255,411434,44683,718482.0,426070.0,1144552,18683111,11305441.0,,,,,,,,,227695,0.16361799776016162
2020-11-15 17:00:00,ITA,32047,3422,35469,677021,712490,24055,33979,420810,45229,736846.0,441683.0,1178529,18878386,11416172.0,,,,,,,,,195275,0.1740058891307131
2020-11-16 17:00:00,ITA,32536,3492,36028,681756,717784,5294,27354,442364,45733,751766.0,454115.0,1205881,19031049,11505254.0,,,,,,,,,152663,0.17917897591426868
2020-11-17 17:00:00,ITA,33074,3612,36686,697124,733810,16026,32191,457798,46464,770282.0,467790.0,1238072,19239507,11620187.0,,,,,,,,,208458,0.15442439244356176
2020-11-18 17:00:00,ITA,33504,3670,37174,705994,743168,9358,34282,481967,47217,784687.0,487665.0,1272352,19474341,11744424.0,,,,,,,,,234834,0.14598397165657442
2020-11-19 17:00:00,ITA,33610,3712,37322,724349,761671,18503,36176,498987,47870,802852.0,505676.0,1308528,19724527,11882821.0,,,,,,,,,250186,0.1445964202633241
2020-11-20 17:00:00,ITA,33957,3748,37705,739471,777176,15505,37242,520022,48569,825417.0,520350.0,1345767,19962604,11999674.0,,,,,,,,,238077,0.15642838241409293
2020-11-21 17:00:00,ITA,34063,3758,37821,753925,791746,14570,34767,539524,49261,844177.0,536354.0,1380531,20199829,12120989.0,,,,,,,,,237225,0.14655706607650965
2020-11-22 17:00:00,ITA,34279,3801,38080,767867,805947,14201,28337,553098,49823,858957.0,549911.0,1408868,20388576,12225850.0,,,,,,,,,188747,0.15013218753145746
2020-11-23 17:00:00,ITA,34697,3810,38507,758342,796849,-9098,22930,584493,50453,870461.0,561334.0,1431795,20537521,12303705.0,,,,,,,,,148945,0.15394944442579475
2020-11-24 17:00:00,ITA,34577,3816,38393,759993,798386,1537,23232,605330,51306,882238.0,572784.0,1455022,20726180,12398952.0,,,,,,,,,188659,0.12314281322385892
2020-11-25 17:00:00,ITA,34313,3848,38161,753536,791697,-6689,25853,637149,52028,896155.0,584719.0,1480874,20956187,12513129.0,,,,,,,,,230007,0.11240092692831087
2020-11-26 17:00:00,ITA,34038,3846,37884,757961,795845,4148,29003,661180,52850,914390.0,595485.0,1509875,21188898,12623390.0,,,,,,,,,232711,0.12463098005680866
2020-11-27 17:00:00,ITA,33684,3782,37466,750427,787893,-7952,28352,696647,53677,928191.0,610026.0,1538217,21411701,12729411.0,,,,,,,,,222803,0.12725142839189776
2020-11-28 17:00:00,ITA,33299,3762,37061,752247,789308,1415,26323,720861,54363,942048.0,622484.0,1564532,21637641,12842250.0,,,,,,,,,225940,0.11650438169425512
2020-11-29 17:00:00,ITA,32879,3753,36632,759139,795771,6463,20648,734503,54904,958832.0,626346.0,1585178,21814575,12922382.0,,,,,,,,,176934,0.11669888206902009
2020-11-30 17:00:00,ITA,33187,3744,36931,751540,788471,-7300,16377,757507,55576,966577.0,634977.0,1601554,21945099,12986634.0,,,,,,,,,130524,0.12547117771444333
2020-12-01 17:00:00,ITA,32811,3663,36474,743471,779945,-8526,19350,784595,56361,971784.0,649117.0,1620901,22127199,13071746.0,,,,,,,,,182100,0.10626029654036244
2020-12-02 17:00:00,ITA,32454,3616,36070,725160,761230,-18715,20709,823335,57045,988470.0,653140.0,1641610,22334342,13167345.0,,,,,,,,,207143,0.09997441381074909
2020-12-03 17:00:00,ITA,31772,3597,35369,724613,759982,-1248,23225,846809,58038,0.0,0.0,1664829,22554389,13264937.0,,217.0,,,,,,,220047,0.10554563343285753
2020-12-04 17:00:00,ITA,31200,3567,34767,722935,757702,-2280,24099,872385,58852,,,1688939,22767130,13348428.0,,201.0,,,,,,,212741,0.11327858757832293
2020-12-05 17:00:00,ITA,30158,3517,33675,720494,754169,-3533,21052,896308,59514,,,1709991,22962114,14243149.0,,192.0,,,,,,,194984,0.10796783325811349
2020-12-06 17:00:00,ITA,30391,3454,33845,721461,755306,1137,18887,913494,60078,,,1728878,23125664,13510154.0,,150.0,,,,,,,163550,0.11548150412717824
2020-12-07 17:00:00,ITA,30524,3382,33906,714913,748819,-6487,13720,933132,60606,,,1742557,23236881,13563263.0,,144.0,,,,,,,111217,0.12336243559887428
2020-12-08 17:00:00,ITA,30081,3345,33426,704099,737525,-11294,14842,958629,61240,,,1757394,23386113,13622814.0,,192.0,,,,,,,149232,0.09945588077624103
2020-12-09 17:00:00,ITA,29653,3320,32973,677542,710515,-27010,12756,997895,61739,,,1770149,23504588,13673746.0,,152.0,,,,,,,118475,0.10766828444819582
2020-12-10 17:00:00,ITA,29088,3291,32379,664148,696527,-13988,16999,1027994,62626,,,1787147,23676174,13744859.0,,251.0,,,,,,,171586,0.09906985418390778
2020-12-11 17:00:00,ITA,28562,3265,31827,658496,690323,-6204,18727,1052163,63387,,,1805873,23866590,13823013.0,,208.0,,,,,,,190416,0.0983478279136207
2020-12-12 17:00:00,ITA,28066,3199,31265,653583,684848,-5475,19903,1076891,64036,,,1825775,24063029,13901576.0,,195.0,,,,,,,196439,0.10131898451936734
2020-12-13 17:00:00,ITA,27735,3158,30893,655138,686031,1183,17938,1093161,64520,,,1843712,24215726,13971600.0,,152.0,,,,,,,152697,0.11747447559546029
2020-12-14 17:00:00,ITA,27765,3095,30860,644249,675109,-10922,12030,1115617,65011,,,1855737,24319310,14022752.0,,138.0,,,,,,,103584,0.11613762743280816
2020-12-15 17:00:00,ITA,27342,3003,30345,632968,663313,-11796,14844,1141406,65857,,,1870576,24483741,14086989.0,,199.0,,,,,,,164431,0.09027494815454506
2020-12-16 17:00:00,ITA,26897,2926,29823,615883,645706,-17607,17572,1175901,66537,,,1888144,24683230,14165961.0,,191.0,,,,,,,199489,0.08808505732145631
2020-12-17 17:00:00,ITA,26427,2855,29282,606061,635343,-10363,18236,1203814,67220,,,1906377,24635720,14246739.0,,183.0,,,,,,,-47510,inf
2020-12-18 17:00:00,ITA,25769,2819,28588,599210,627798,-7545,17992,1226086,67894,,,1921778,24815520,14150088.0,,189.0,,,,,,,179800,0.10006674082313682
2020-12-19 17:00:00,ITA,25364,2784,28148,592018,620166,-7632,16308,1249470,68447,,,1938083,24991705,14225200.0,,160.0,,,,,,,176185,0.09256179583960042
2020-12-20 17:00:00,ITA,25158,2743,27901,594859,622760,2594,15104,1261626,68799,,,1953185,25129125,14289494.0,,121.0,,,,,,,137420,0.10991122107407947
2020-12-21 17:00:00,ITA,25145,2731,27876,585706,613582,-9178,10872,1281258,69214,,,1964054,25217014,14331832.0,,161.0,,,,,,,87889,0.12370148710305044
2020-12-22 17:00:00,ITA,24948,2687,27635,578320,605955,-7627,13318,1301573,69842,,,1977370,25374719,14386848.0,,201.0,,,,,,,157705,0.08444881265654228
2020-12-23 17:00:00,ITA,24546,2624,27170,571646,598816,-7139,14522,1322067,70395,,,1991278,25558583,14453521.0,,216.0,,,,,,,183864,0.07898229125875647
2020-12-24 17:00:00,ITA,24070,2589,26659,566973,593632,-5184,18040,1344785,70900,,,2009317,25752360,14530706.0,,149.0,,,,,,,193777,0.09309670394319243
2020-12-25 17:00:00,ITA,23402,2584,25986,553900,579886,-13746,19037,1377109,71359,,,2028354,25904694,14597413.0,,165.0,,,,,,,152334,0.12496881851720561
2020-12-26 17:00:00,ITA,23312,2580,25892,555051,580943,1057,10431,1386213,71627,,,2038783,25986258,14631296.0,,133.0,,,,,,,81564,0.12788730322200972
2020-12-27 17:00:00,ITA,23571,2580,26151,555609,581760,817,8913,1394011,71925,,,2047696,26046137,14656053.0,,148.0,,,,,,,59879,0.14885018119875082
2020-12-28 17:00:00,ITA,23932,2565,26497,548724,575221,-6539,8585,1408686,72370,,,2056277,26114818,14685718.0,,167.0,,,,,,,68681,0.12499817999155516
2020-12-29 17:00:00,ITA,23662,2549,26211,542517,568728,-6493,11224,1425730,73029,,,2067487,26243558,14731420.0,,256.0,,,,,,,128740,0.08718347056082026
2020-12-30 17:00:00,ITA,23566,2528,26094,538301,564395,-4333,16202,1445690,73604,,,2083689,26412603,14795168.0,,175.0,,,,,,,169045,0.09584430181312668
2020-12-31 17:00:00,ITA,23151,2555,25706,544190,569896,5501,23477,1463111,74159,,,2107166,26598607,14871966.0,,202.0,,,,,,,186004,0.12621771574804844
2021-01-01 17:00:00,ITA,22822,2553,25375,549392,574767,4871,22211,1479988,74621,,,2129376,26756131,14941976.0,,145.0,,,,,,,157524,0.14100073639572383
2021-01-02 17:00:00,ITA,22948,2569,25517,551545,577062,2295,11831,1489154,74985,,,2141201,26823305,14972427.0,,134.0,,,,,,,67174,0.17612469110072348
2021-01-03 17:00:00,ITA,23075,2583,25658,550556,576214,-848,14245,1503900,75332,,,2155446,26926279,15016737.0,,154.0,,,,,,,102974,0.13833589061316448
2021-01-04 17:00:00,ITA,23317,2579,25896,544562,570458,-5756,10800,1520106,75680,,,2166244,27004272,15052154.0,,136.0,,,,,,,77993,0.13847396561229855
2021-01-05 17:00:00,ITA,23395,2569,25964,543197,569161,-1297,15378,1536129,76329,,,2181619,27139378,15106666.0,,202.0,,,,,,,135106,0.11382173996713692
2021-01-06 17:00:00,ITA,23174,2571,25745,542967,568712,-449,20331,1556356,76877,,,2201945,27317974,15182385.0,,183.0,,,,,,,178596,0.11383793590002016
2021-01-07 17:00:00,ITA,23291,2587,25878,545177,571055,2343,18020,1572015,77291,,,2220361,27439249,15235808.0,,156.0,,,,,,,121275,0.14858792001649143
2021-01-08 17:00:00,ITA,23313,2587,25900,544489,570389,-666,17533,1589590,77911,,,2237890,27579516,15292666.0,,187.0,,,,,,,140267,0.12499732652726586
2021-01-09 17:00:00,ITA,23260,2593,25853,546989,572842,2453,19978,1606630,78394,,,2257866,27751635,15359083.0,,183.0,,,,,,,172119,0.11607085795292792
2021-01-10 17:00:00,ITA,23427,2615,26042,553890,579932,7090,18627,1617804,78755,,,2276491,27891393,15422188.0,,181.0,,,,,,,139758,0.1332803846649208
2021-01-11 17:00:00,ITA,23603,2642,26245,549734,575979,-3953,12532,1633839,79203,,,2289021,27983049,15464741.0,,168.0,,,,,,,91656,0.13672863751418346
2021-01-12 17:00:00,ITA,23712,2636,26348,543692,570040,-5939,14242,1653404,79819,,,2303263,28124690,15518345.0,,196.0,,,,,,,141641,0.10054998199673823
2021-01-13 17:00:00,ITA,23525,2579,26104,538670,564774,-5266,15774,1673936,80326,,,2319036,28300119,15587971.0,,165.0,,,,,,,175429,0.08991671844449892
2021-01-14 17:00:00,ITA,23110,2557,25667,535713,561380,-3394,17246,1694051,80848,,,2336279,28460704,15656574.0,,164.0,,,,,,,160585,0.10739483762493383
2021-01-15 17:00:00,ITA,22841,2522,25363,532705,558068,-3312,16146,1713030,81325,,,2352423,28734210,15737459.0,,156.0,,,2351466.0,957.0,28617351.0,116859.0,273506,0.059033439851410935
2021-01-16 17:00:00,ITA,22784,2520,25304,532413,557717,-351,16310,1729216,81800,,,2368733,28995614,15822424.0,,170.0,,,2366912.0,1821.0,28780581.0,215033.0,261404,0.06239384248136983
2021-01-17 17:00:00,ITA,22757,2503,25260,528114,553374,-4343,12545,1745726,82177,,,2381277,29206692,15889027.0,,124.0,,,2379043.0,2234.0,28910309.0,296383.0,211078,0.059433005808279406
